Employee_ID,Base_Salary,Bonus,Stock_Options,Total_Compensation
E10876,98152,11334,6853,116339
E10877,111711,10011,2793,124515
E10878,76385,8022,2034,86441
E10879,105759,4879,16983,127621
E10880,98273,22430,8833,129536
E10881,146200,18777,4532,169509
E10882,99610,11739,2640,113989
E10883,100650,5555,12288,118493
E10884,136860,20311,25227,182398
E10885,144386,19441,18654,182481
E10886,134400,9821,11366,155587
E10887,76817,5268,3557,85642
E10888,150236,23669,14194,188099
E10889,105368,6036,7256,118660
E10890,81007,15357,3455,99819
E10891,64785,7682,2711,75178
E10892,102097,9239,14132,125468
E10893,150687,23461,18223,192371
E10894,81742,7265,755,89762
E10895,130114,17119,4790,152023
E10896,151634,15700,13563,180897
E10897,77797,11551,314,89662
E10898,80633,8653,6205,95491
E10899,134693,8694,7739,151126
E10900,190877,26317,12293,229487
E10901,150339,4511,11241,166091
E10902,181292,29644,27799,238735
E10903,142479,8162,9603,160244
E10904,71746,6032,637,78415
E10905,75972,2638,3559,82169
E10906,76498,9422,3267,89187
E10907,170844,14827,26328,211999
E10908,119773,12180,11334,143287
E10909,113013,24664,2635,140312
E10910,81398,5407,1899,88704
E10911,137490,22201,8636,168327
E10912,72371,10899,2753,86023
E10913,117968,17079,11458,146505
E10914,97948,3770,200,101918
E10915,112171,11110,5657,128938
E10916,69217,5013,1491,75721
E10917,94690,15726,4577,114993
E10918,80697,8023,6521,95241
E10919,91695,9937,4288,105920
E10920,145187,15742,10208,171137
E10921,92512,6333,4969,103814
E10922,74268,4483,3606,82357
E10923,75405,13539,3504,92448
E10924,88920,5442,13209,107571
E10925,86294,4644,678,91616
E10926,130034,14513,17295,161842
E10927,99003,12237,4659,115899
E10928,70524,7944,2478,80946
E10929,167997,22991,9431,200419
E10930,91622,12229,8593,112444
E10931,95181,5014,6557,106752
E10932,178135,26915,21447,226497
E10933,55575,1864,1592,59031
E10934,76190,7192,52,83434
E10935,122541,7094,6458,136093
E10936,188836,41778,13116,243730
E10937,134447,5545,19921,159913
E10938,52786,2767,2591,58144
E10939,153103,10642,14785,178530
E10940,87079,9503,1493,98075
E10941,86705,12365,2577,101647
E10942,111542,18335,8852,138729
E10943,75894,2974,1973,80841
E10944,218705,21293,31203,271201
E10945,128842,5697,10429,144968
E10946,115804,9863,18228,143895
E10947,188727,22433,20837,231997
E10948,78964,8505,2280,89749
E10949,221855,28527,33029,283411
E10950,142070,23271,2925,168266
E10951,134344,13976,8880,157200
E10952,102073,11618,4811,118502
E10953,238545,34228,15479,288252
E10954,60435,7891,1734,70060
E10955,100970,14225,3630,118825
E10956,148121,25434,4146,177701
E10957,77501,4714,3308,85523
E10958,109236,5694,19901,134831
E10959,156994,8177,19009,184180
E10960,84847,9973,3357,98177
E10961,206034,23436,19679,249149
E10962,114938,19354,6932,141224
E10963,107968,13023,6805,127796
E10964,82814,5694,1268,89776
E10965,66870,12898,1964,81732
E10966,148574,36330,12993,197897
E10967,113962,10366,5385,129713
E10968,90901,9117,4034,104052
E10969,78987,7773,3653,90413
E10970,86576,7660,2715,96951
E10971,83070,3876,2493,89439
E10972,79853,11343,2382,93578
E10973,158485,27349,12178,198012
E10974,140603,4275,13505,158383
E10975,126685,14910,14437,156032
E10976,96219,13897,681,110797
E10977,82196,6960,947,90103
E10978,115717,6362,16580,138659
E10979,57559,5513,1768,64840
E10980,145001,19080,8218,172299
E10981,88521,12343,2791,103655
E10982,126344,9515,22751,158610
E10983,127022,14628,6963,148613
E10984,135887,14264,10988,161139
E10985,114239,15911,4991,135141
E10986,93944,8215,2711,104870
E10987,106571,10023,7809,124403
E10988,85491,9714,2365,97570
E10989,69625,7032,2429,79086
E10990,78000,4284,9123,91407
E10991,123560,14127,20947,158634
E10992,86736,3121,314,90171
E10993,99999,11350,6959,118308
E10994,134445,22149,3154,159748
E10995,88279,13619,1019,102917
E10996,136618,8590,8096,153304
E10997,65412,9737,4418,79567
E10998,147008,13993,11991,172992
E10999,105579,15916,2889,124384
E11000,75596,5458,2923,83977
E11001,114194,10689,5719,130602
E11002,92101,10422,2529,105052
E11003,133352,12466,25059,170877
E11004,99512,8134,3921,111567
E11005,162895,27346,22899,213140
E11006,110927,12969,572,124468
E11007,64703,2453,2556,69712
E11008,109202,12611,10953,132766
E11009,94609,19770,726,115105
E11010,95975,9139,4743,109857
E11011,84397,10308,384,95089
E11012,56372,4613,2025,63010
E11013,71135,8242,3431,82808
E11014,166418,13763,29323,209504
E11015,96652,9314,2645,108611
E11016,53377,2482,2377,58236
E11017,191617,18260,25515,235392
E11018,89211,5541,1443,96195
E11019,79329,11442,7682,98453
E11020,151323,13716,17915,182954
E11021,98092,8318,4170,110580
E11022,72553,16500,3047,92100
E11023,95003,14582,6176,115761
E11024,67449,8800,4052,80301
E11025,44048,3234,650,47932
E11026,70651,7192,1981,79824
E11027,116643,12779,15886,145308
E11028,166360,27434,14314,208108
E11029,125510,21895,10591,157996
E11030,90235,7411,9080,106726
E11031,166623,16790,27178,210591
E11032,92377,12742,9149,114268
E11033,80806,10806,4022,95634
E11034,123478,13559,22164,159201
E11035,130929,16934,23377,171240
E11036,143423,25559,12116,181098
E11037,83524,15284,2912,101720
E11038,100379,6507,923,107809
E11039,152138,7485,10071,169694
E11040,90129,13676,5928,109733
E11041,89131,9097,6607,104835
E11042,181071,31174,19933,232178
E11043,85304,16214,8181,109699
E11044,80600,8368,1012,89980
E11045,144820,14602,12707,172129
E11046,116956,10083,10469,137508
E11047,160733,26173,9758,196664
E11048,134290,23316,7439,165045
E11049,177982,16251,14130,208363
E11050,132143,13343,17808,163294
E11051,196992,16926,19481,233399
E11052,87971,8491,5204,101666
E11053,75616,11569,6315,93500
E11054,152882,15456,18996,187334
E11055,79193,6510,4531,90234
E11056,66655,8859,587,76101
E11057,98923,9492,724,109139
E11058,72290,5631,1560,79481
E11059,89055,7058,933,97046
E11060,171406,20748,8919,201073
E11061,194024,18351,26161,238536
E11062,95822,9731,2779,108332
E11063,90915,4242,893,96050
E11064,72966,6833,3127,82926
E11065,70143,7452,2222,79817
E11066,86990,4469,3240,94699
E11067,87584,11025,2140,100749
E11068,136409,7182,20916,164507
E11069,80760,19448,1750,101958
E11070,66507,8782,431,75720
E11071,67185,13672,1469,82326
E11072,75103,8825,2351,86279
E11073,133727,11958,11759,157444
E11074,133491,13943,20768,168202
E11075,55618,5859,371,61848
E11076,132442,10903,5104,148449
E11077,76804,5762,2786,85352
E11078,147353,21562,5715,174630
E11079,139929,21598,20200,181727
E11080,101787,17307,7784,126878
E11081,139479,12041,11417,162937
E11082,151878,6314,19102,177294
E11083,109235,16642,10417,136294
E11084,198472,26358,27542,252372
E11085,62711,5642,1440,69793
E11086,81785,3487,799,86071
E11087,109106,11407,4475,124988
E11088,156105,12629,18994,187728
E11089,82073,7861,2100,92034
E11090,69684,15210,1250,86144
E11091,77667,10768,5992,94427
E11092,149206,14434,11866,175506
E11093,105096,7407,3089,115592
E11094,68941,7832,2591,79364
E11095,80188,17058,1701,98947
E11096,147555,9564,17923,175042
E11097,123534,12451,6721,142706
E11098,109301,5502,10263,125066
E11099,103779,4802,15310,123891
E11100,95600,14976,3168,113744
E11101,106611,11666,19151,137428
E11102,88016,8625,4006,100647
E11103,129190,10978,18899,159067
E11104,111704,10403,5296,127403
E11105,46471,3260,2103,51834
E11106,184937,6671,18244,209852
E11107,92449,12541,7678,112668
E11108,78228,4275,3259,85762
E11109,62761,4000,1128,67889
E11110,137853,13180,11288,162321
E11111,120508,18627,7358,146493
E11112,71938,11309,3276,86523
E11113,82162,9635,2687,94484
E11114,77687,4858,3185,85730
E11115,72684,8614,2247,83545
E11116,123909,18759,4061,146729
E11117,118788,12857,11349,142994
E11118,118830,13104,11957,143891
E11119,72299,13182,3936,89417
E11120,117734,9433,6810,133977
E11121,122371,13657,18419,154447
E11122,94676,15842,3943,114461
E11123,131783,19983,16079,167845
E11124,117448,12212,6924,136584
E11125,84876,8210,2958,96044
E11126,77810,4490,2131,84431
E11127,206548,19019,38370,263937
E11128,65226,6167,643,72036
E11129,90765,15481,8769,115015
E11130,196470,48485,18167,263122
E11131,130029,11038,5677,146744
E11132,71903,6278,3228,81409
E11133,91832,7857,8613,108302
E11134,178534,27740,8370,214644
E11135,81604,6506,3709,91819
E11136,181670,12903,30546,225119
E11137,159924,27580,18579,206083
E11138,96602,5499,549,102650
E11139,80077,3695,1855,85627
E11140,100105,9068,4226,113399
E11141,193245,20983,26820,241048
E11142,107169,11612,2559,121340
E11143,122472,12509,2501,137482
E11144,122342,13758,9297,145397
E11145,88777,22094,3912,114783
E11146,101299,5884,19910,127093
E11147,104109,8330,18272,130711
E11148,138657,13327,12442,164426
E11149,101468,7910,8346,117724
E11150,81130,4369,14522,100021
E11151,98386,8992,4557,111935
E11152,148769,12324,21591,182684
E11153,119694,17943,7062,144699
E11154,151302,19937,12847,184086
E11155,76347,4902,2356,83605
E11156,105638,3783,4372,113793
E11157,143608,12385,16905,172898
E11158,160641,25577,12329,198547
E11159,210586,32444,39514,282544
E11160,192822,24405,37649,254876
E11161,120642,3694,23635,147971
E11162,97201,10029,18793,126023
E11163,130633,26105,7772,164510
E11164,115482,4263,3632,123377
E11165,105050,5766,19130,129946
E11166,169277,14690,9055,193022
E11167,115317,12487,8574,136378
E11168,76786,5785,633,83204
E11169,141216,8993,11733,161942
E11170,85943,16738,1742,104423
E11171,177477,27435,10128,215040
E11172,78757,11444,4039,94240
E11173,61729,6457,2712,70898
E11174,112967,21369,4593,138929
E11175,85911,2601,3174,91686
E11176,91046,3847,4439,99332
E11177,165381,27572,24542,217495
E11178,168003,6973,9528,184504
E11179,97490,8361,555,106406
E11180,81106,3937,3401,88444
E11181,134357,23653,6565,164575
E11182,148807,19911,7786,176504
E11183,112178,13034,10185,135397
E11184,49406,4923,1743,56072
E11185,105178,9385,16490,131053
E11186,110251,12366,8139,130756
E11187,81072,7525,2566,91163
E11188,105632,12485,17246,135363
E11189,67541,8223,2366,78130
E11190,92054,4754,438,97246
E11191,148758,18581,12357,179696
E11192,105507,11748,3028,120283
E11193,87754,12946,3545,104245
E11194,83465,5727,2484,91676
E11195,139680,14118,27203,181001
E11196,82551,5129,13020,100700
E11197,115114,12165,6864,134143
E11198,126571,17098,11975,155644
E11199,134719,14610,6505,155834
E11200,166580,15484,24005,206069
E11201,119016,13569,8341,140926
E11202,134080,23761,18369,176210
E11203,151926,22649,9526,184101
E11204,169490,20464,13765,203719
E11205,106281,15885,9578,131744
E11206,136283,15199,18213,169695
E11207,89807,6517,869,97193
E11208,84623,8094,3438,96155
E11209,85932,10537,3846,100315
E11210,108173,9850,9140,127163
E11211,77601,6714,821,85136
E11212,94216,6221,1022,101459
E11213,95497,6813,11338,113648
E11214,177738,19683,13085,210506
E11215,104024,7386,3576,114986
E11216,74224,8525,5689,88438
E11217,121917,4842,24137,150896
E11218,106349,7442,2014,115805
E11219,116173,14558,9068,139799
E11220,77725,17932,1930,97587
E11221,59555,6732,1965,68252
E11222,195376,28854,36498,260728
E11223,90025,5157,270,95452
E11224,69246,3996,146,73388
E11225,97427,14700,4013,116140
E11226,104753,14268,10472,129493
E11227,85612,5442,89,91143
E11228,104572,18038,5631,128241
E11229,58708,6223,1523,66454
E11230,112377,17372,5076,134825
E11231,89970,15607,6878,112455
E11232,104825,24270,5226,134321
E11233,176759,25975,26376,229110
E11234,230555,22826,23424,276805
E11235,78528,4914,588,84030
E11236,63349,11605,1781,76735
E11237,82795,2736,11004,96535
E11238,109548,16227,4500,130275
E11239,83252,14819,4071,102142
E11240,167253,27221,19280,213754
E11241,125618,18690,16879,161187
E11242,87377,7952,12788,108117
E11243,89855,9950,6167,105972
E11244,100379,5815,7206,113400
E11245,81510,5722,1494,88726
E11246,124080,18120,6610,148810
E11247,85279,6954,8509,100742
E11248,118156,12521,17367,148044
E11249,95095,11091,9233,115419
E11250,120189,14618,8223,143030
E11251,167799,17606,12765,198170
E11252,92057,8052,1511,101620
E11253,132822,15810,17500,166132
E11254,148200,19986,14375,182561
E11255,70473,2498,1628,74599
E11256,76769,7170,2221,86160
E11257,165985,12936,25878,204799
E11258,87539,8474,1029,97042
E11259,114200,11991,13764,139955
E11260,118555,19627,6240,144422
E11261,163238,37645,4518,205401
E11262,117245,8129,16449,141823
E11263,86845,9925,7151,103921
E11264,80352,6078,3416,89846
E11265,137408,12124,8382,157914
E11266,213113,29824,28704,271641
E11267,91750,10165,4529,106444
E11268,66381,7477,2507,76365
E11269,214760,30542,14428,259730
E11270,91421,17950,136,109507
E11271,104784,4368,328,109480
E11272,199557,23814,11571,234942
E11273,119610,13517,20226,153353
E11274,156210,9548,20543,186301
E11275,107759,16459,4794,129012
E11276,157301,11628,28520,197449
E11277,124825,21892,10601,157318
E11278,84442,8847,6946,100235
E11279,134033,12963,22259,169255
E11280,62689,4190,600,67479
E11281,106183,3737,4649,114569
E11282,92692,4111,912,97715
E11283,71658,7429,3093,82180
E11284,186939,23132,34348,244419
E11285,82961,20446,2955,106362
E11286,70259,2135,2490,74884
E11287,116070,13099,10342,139511
E11288,66871,13232,1047,81150
E11289,144924,12475,19693,177092
E11290,252625,41440,34321,328386
E11291,85155,7358,1446,93959
E11292,84639,2805,15614,103058
E11293,101386,17290,3092,121768
E11294,102016,11077,1987,115080
E11295,114837,8819,10195,133851
E11296,184214,7615,34880,226709
E11297,160061,25953,11432,197446
E11298,118434,9200,14285,141919
E11299,88685,5264,187,94136
E11300,101253,12089,3941,117283
E11301,104441,4680,15581,124702
E11302,62194,2787,2621,67602
E11303,97048,8149,9115,114312
E11304,81690,4414,2258,88362
E11305,127685,15476,12344,155505
E11306,74210,3833,6524,84567
E11307,83256,8362,3762,95380
E11308,95204,5209,18292,118705
E11309,120475,27267,6053,153795
E11310,104593,10065,10433,125091
E11311,156431,8885,14468,179784
E11312,107649,17213,9411,134273
E11313,61973,3637,2119,67729
E11314,116709,14082,9501,140292
E11315,97394,3608,4164,105166
E11316,117647,16103,4155,137905
E11317,57759,5976,1414,65149
E11318,96279,8287,551,105117
E11319,168386,22761,24795,215942
E11320,200961,22269,29936,253166
E11321,79533,13218,1441,94192
E11322,131751,15760,8644,156155
E11323,117845,8422,15541,141808
E11324,160489,14106,30189,204784
E11325,63686,2176,2519,68381
E11326,87523,17923,2513,107959
E11327,157761,9269,9669,176699
E11328,152967,14191,22696,189854
E11329,97063,4206,1670,102939
E11330,72125,5463,2662,80250
E11331,171319,23806,3983,199108
E11332,88758,8281,2139,99178
E11333,78559,13113,1400,93072
E11334,51267,5528,37,56832
E11335,65354,2364,1537,69255
E11336,104526,9632,3360,117518
E11337,137115,14094,7306,158515
E11338,131077,11820,9071,151968
E11339,189769,29526,37579,256874
E11340,108754,6815,16488,132057
E11341,88231,16820,3892,108943
E11342,54573,5394,344,60311
E11343,125918,16964,11890,154772
E11344,77635,6056,2983,86674
E11345,74707,5269,668,80644
E11346,83619,7743,2491,93853
E11347,139377,25010,8049,172436
E11348,79471,5271,2396,87138
E11349,96389,13666,9377,119432
E11350,151655,17673,25007,194335
E11351,115930,11910,22996,150836
E11352,99935,7019,611,107565
E11353,83555,7076,1937,92568
E11354,97845,6382,1207,105434
E11355,117481,15510,8609,141600
E11356,138191,13270,7204,158665
E11357,95462,15636,8733,119831
E11358,76511,2717,2299,81527
E11359,68871,8589,2310,79770
E11360,111184,9143,4416,124743
E11361,101778,15303,8108,125189
E11362,103516,9262,15847,128625
E11363,177439,18623,17001,213063
E11364,165795,24114,6466,196375
E11365,81369,5824,386,87579
E11366,148398,15506,21474,185378
E11367,118568,19975,2982,141525
E11368,80820,10749,5200,96769
E11369,91097,9804,14111,115012
E11370,99870,16248,3366,119484
E11371,83252,11929,3914,99095
E11372,161440,16713,24496,202649
E11373,100917,6014,10116,117047
E11374,95221,15784,8042,119047
E11375,82540,12606,3599,98745
E11376,211686,21212,31727,264625
E11377,79375,7668,2490,89533
E11378,67532,4061,971,72564
E11379,93112,22627,2166,117905
E11380,87580,8968,1008,97556
E11381,162818,16779,25342,204939
E11382,94618,11239,3077,108934
E11383,51458,3228,281,54967
E11384,79246,14556,7277,101079
E11385,67535,2473,3335,73343
E11386,112480,11950,3524,127954
E11387,121747,6891,11119,139757
E11388,149292,4644,25861,179797
E11389,63696,6864,3286,73846
E11390,72660,5595,209,78464
E11391,77148,15710,3517,96375
E11392,134340,14123,17303,165766
E11393,147930,9861,8083,165874
E11394,97393,11521,5335,114249
E11395,66561,9927,2777,79265
E11396,120004,7797,13099,140900
E11397,106104,13667,3228,122999
E11398,92455,11998,2154,106607
E11399,178204,22536,14675,215415
E11400,88615,4736,2261,95612
E11401,141835,12249,13909,167993
E11402,125054,6155,21753,152962
E11403,187090,32442,12534,232066
E11404,97189,7335,796,105320
